CensusPlaceCode,ST,STName,County,PlaceNameLong,PlaceNameShort,CensusPlaceName,,,,,,,,,
1918170590,IA,Iowa,Warren,City of Sandyville,Sandyville,Sandyville city,,,,,,,,,
1918174685,IA,Iowa,Warren,City of Spring Hill,Spring Hill,Spring Hill city,,,,,,,,,
1918183910,IA,Iowa,Warren,City of West Des Moines - Warren County Portion,West Des Moines [Warren Co],West Des Moines city (pt.),,,,,,,,,
1918199990,IA,Iowa,Warren,Balance of Warren County,Unincorporated Warren County,Balance of Warren County,,,,,,,,,
1918300000,IA,Iowa,Washington,Washington County,Washington County,Washington County,,,,,,,,,
1918300730,IA,Iowa,Washington,City of Ainsworth,Ainsworth,Ainsworth city,,,,,,,,,
1918308470,IA,Iowa,Washington,City of Brighton,Brighton,Brighton city,,,,,,,,,
1918316140,IA,Iowa,Washington,City of Coppock - Washington County Portion,Coppock [Washington Co],Coppock city (pt.),,,,,,,,,
1918317130,IA,Iowa,Washington,City of Crawfordsville,Crawfordsville,Crawfordsville city,,,,,,,,,
1918340170,IA,Iowa,Washington,City of Kalona,Kalona,Kalona city,,,,,,,,,
1918340980,IA,Iowa,Washington,City of Keota - Washington County Portion,Keota [Washington Co],Keota city (pt.),,,,,,,,,
1918367440,IA,Iowa,Washington,City of Riverside,Riverside,Riverside city,,,,,,,,,
1918382335,IA,Iowa,Washington,City of Washington,Washington,Washington city,,,,,,,,,
1918383280,IA,Iowa,Washington,City of Wellman,Wellman,Wellman city,,,,,,,,,
1918383775,IA,Iowa,Washington,City of West Chester,West Chester,West Chester city,,,,,,,,,
1918399990,IA,Iowa,Washington,Balance of Washington County,Unincorporated Washington County,Balance of Washington County,,,,,,,,,
1918500000,IA,Iowa,Wayne,Wayne County,Wayne County,Wayne County,,,,,,,,,
1918501270,IA,Iowa,Wayne,City of Allerton,Allerton,Allerton city,,,,,,,,,
1918514475,IA,Iowa,Wayne,City of Clio,Clio,Clio city,,,,,,,,,
1918516635,IA,Iowa,Wayne,City of Corydon,Corydon,Corydon city,,,,,,,,,
1918537605,IA,Iowa,Wayne,City of Humeston,Humeston,Humeston city,,,,,,,,,
1918545435,IA,Iowa,Wayne,City of Lineville,Lineville,Lineville city,,,,,,,,,
1918552275,IA,Iowa,Wayne,City of Millerton,Millerton,Millerton city,,,,,,,,,
1918564875,IA,Iowa,Wayne,City of Promise City,Promise City,Promise City city,,,,,,,,,
1918571760,IA,Iowa,Wayne,City of Seymour,Seymour,Seymour city,,,,,,,,,
1918599990,IA,Iowa,Wayne,Balance of Wayne County,Unincorporated Wayne County,Balance of Wayne County,,,,,,,,,
1918700000,IA,Iowa,Webster,Webster County,Webster County,Webster County,,,,,,,,,
1918704195,IA,Iowa,Webster,City of Badger,Badger,Badger city,,,,,,,,,
1918704645,IA,Iowa,Webster,City of Barnum,Barnum,Barnum city,,,,,,,,,
1918709955,IA,Iowa,Webster,City of Callender,Callender,Callender city,,,,,,,,,
1918713485,IA,Iowa,Webster,City of Clare,Clare,Clare city,,,,,,,,,
1918719180,IA,Iowa,Webster,City of Dayton,Dayton,Dayton city,,,,,,,,,
1918722755,IA,Iowa,Webster,City of Duncombe,Duncombe,Duncombe city,,,,,,,,,
1918726940,IA,Iowa,Webster,City of Farnhamville - Webster County Portion,Farnhamville [Webster Co],Farnhamville city (pt.),,,,,,,,,
1918728515,IA,Iowa,Webster,City of Fort Dodge,Fort Dodge,Fort Dodge city,,,,,,,,,
1918731710,IA,Iowa,Webster,City of Gowrie,Gowrie,Gowrie city,,,,,,,,,
1918734410,IA,Iowa,Webster,City of Harcourt,Harcourt,Harcourt city,,,,,,,,,
1918744265,IA,Iowa,Webster,City of Lehigh,Lehigh,Lehigh city,,,,,,,,,
1918753895,IA,Iowa,Webster,City of Moorland,Moorland,Moorland city,,,,,,,,,
1918760105,IA,Iowa,Webster,City of Otho,Otho,Otho city,,,,,,,,,
1918775810,IA,Iowa,Webster,City of Stratford - Webster County Portion,Stratford [Webster Co],Stratford city (pt.),,,,,,,,,
1918781075,IA,Iowa,Webster,City of Vincent,Vincent,Vincent city,,,,,,,,,
1918799990,IA,Iowa,Webster,Balance of Webster County,Unincorporated Webster County,Balance of Webster County,,,,,,,,,
1918900000,IA,Iowa,Winnebago,Winnebago County,Winnebago County,Winnebago County,,,,,,,,,
1918909280,IA,Iowa,Winnebago,City of Buffalo Center,Buffalo Center,Buffalo Center city,,,,,,,,,
1918928380,IA,Iowa,Winnebago,City of Forest City - Winnebago County Portion,Forest City [Winnebago Co],Forest City city (pt.),,,,,,,,,
1918942555,IA,Iowa,Winnebago,City of Lake Mills,Lake Mills,Lake Mills city,,,,,,,,,
1918944355,IA,Iowa,Winnebago,City of Leland,Leland,Leland city,,,,,,,,,
1918965415,IA,Iowa,Winnebago,City of Rake,Rake,Rake city,,,,,,,,,
1918971040,IA,Iowa,Winnebago,City of Scarville,Scarville,Scarville city,,,,,,,,,
1918977745,IA,Iowa,Winnebago,City of Thompson,Thompson,Thompson city,,,,,,,,,
1918999990,IA,Iowa,Winnebago,Balance of Winnebago County,Unincorporated Winnebago County,Balance of Winnebago County,,,,,,,,,
1919100000,IA,Iowa,Winneshiek,Winneshiek County,Winneshiek County,Winneshiek County,,,,,,,,,
1919110045,IA,Iowa,Winneshiek,City of Calmar,Calmar,Calmar city,,,,,,,,,
1919111485,IA,Iowa,Winneshiek,City of Castalia,Castalia,Castalia city,,,,,,,,,
1919119405,IA,Iowa,Winneshiek,City of Decorah,Decorah,Decorah city,,,,,,,,,
1919128425,IA,Iowa,Winneshiek,City of Fort Atkinson,Fort Atkinson,Fort Atkinson city,,,,,,,,,
1919139135,IA,Iowa,Winneshiek,City of Jackson Junction,Jackson Junction,Jackson Junction city,,,,,,,,,
1919159970,IA,Iowa,Winneshiek,City of Ossian,Ossian,Ossian city,,,,,,,,,
1919167035,IA,Iowa,Winneshiek,City of Ridgeway,Ridgeway,Ridgeway city,,,,,,,,,
1919174370,IA,Iowa,Winneshiek,City of Spillville,Spillville,Spillville city,,,,,,,,,
1919199990,IA,Iowa,Winneshiek,Balance of Winneshiek County,Unincorporated Winneshiek County,Balance of Winneshiek County,,,,,,,,,
1919300000,IA,Iowa,Woodbury,Woodbury County,Woodbury County,Woodbury County,,,,,,,,,
1919302350,IA,Iowa,Woodbury,City of Anthon,Anthon,Anthon city,,,,,,,,,
1919308650,IA,Iowa,Woodbury,City of Bronson,Bronson,Bronson city,,,,,,,,,
1919316545,IA,Iowa,Woodbury,City of Correctionville,Correctionville,Correctionville city,,,,,,,,,
1919317940,IA,Iowa,Woodbury,City of Cushing,Cushing,Cushing city,,,,,,,,,
1919318390,IA,Iowa,Woodbury,City of Danbury,Danbury,Danbury city,,,,,,,,,
1919337200,IA,Iowa,Woodbury,City of Hornick,Hornick,Hornick city,,,,,,,,,
1919343905,IA,Iowa,Woodbury,City of Lawton,Lawton,Lawton city,,,,,,,,,
1919354930,IA,Iowa,Woodbury,City of Moville,Moville,Moville city,,,,,,,,,
1919360240,IA,Iowa,Woodbury,City of Oto,Oto,Oto city,,,,,,,,,
1919362760,IA,Iowa,Woodbury,City of Pierson,Pierson,Pierson city,,,,,,,,,
1919370320,IA,Iowa,Woodbury,City of Salix,Salix,Salix city,,,,,,,,,
1919371625,IA,Iowa,Woodbury,City of Sergeant Bluff,Sergeant Bluff,Sergeant Bluff city,,,,,,,,,
1919373335,IA,Iowa,Woodbury,City of Sioux City - Woodbury County Portion,Sioux City [Woodbury Co],Sioux City city (pt.),,,,,,,,,
1919373605,IA,Iowa,Woodbury,City of Sloan,Sloan,Sloan city,,,,,,,,,
1919373650,IA,Iowa,Woodbury,City of Smithland,Smithland,Smithland city,,,,,,,,,
1919399990,IA,Iowa,Woodbury,Balance of Woodbury County,Unincorporated Woodbury County,Balance of Woodbury County,,,,,,,,,
1919500000,IA,Iowa,Worth,Worth County,Worth County,Worth County,,,,,,,,,
1919527390,IA,Iowa,Worth,City of Fertile,Fertile,Fertile city,,,,,,,,,
1919531890,IA,Iowa,Worth,City of Grafton,Grafton,Grafton city,,,,,,,,,
1919534185,IA,Iowa,Worth,City of Hanlontown,Hanlontown,Hanlontown city,,,,,,,,,
1919539855,IA,Iowa,Worth,City of Joice,Joice,Joice city,,,,,,,,,
1919540665,IA,Iowa,Worth,City of Kensett,Kensett,Kensett city,,,,,,,,,
1919548900,IA,Iowa,Worth,City of Manly,Manly,Manly city,,,,,,,,,
1919557630,IA,Iowa,Worth,City of Northwood,Northwood,Northwood city,,,,,,,,,
1919599990,IA,Iowa,Worth,Balance of Worth County,Unincorporated Worth County,Balance of Worth County,,,,,,,,,
1919700000,IA,Iowa,Wright,Wright County,Wright County,Wright County,,,,,,,,,
1919705680,IA,Iowa,Wright,City of Belmond,Belmond,Belmond city,,,,,,,,,
1919713620,IA,Iowa,Wright,City of Clarion,Clarion,Clarion city,,,,,,,,,
1919722305,IA,Iowa,Wright,City of Dows - Wright County Portion,Dows [Wright Co],Dows city (pt.),,,,,,,,,
1919723250,IA,Iowa,Wright,City of Eagle Grove,Eagle Grove,Eagle Grove city,,,,,,,,,
1919729550,IA,Iowa,Wright,City of Galt,Galt,Galt city,,,,,,,,,
1919731530,IA,Iowa,Wright,City of Goldfield,Goldfield,Goldfield city,,,,,,,,,
1919769015,IA,Iowa,Wright,City of Rowan,Rowan,Rowan city,,,,,,,,,
1919787015,IA,Iowa,Wright,City of Woolstock,Woolstock,Woolstock city,,,,,,,,,
1919799990,IA,Iowa,Wright,Balance of Wright County,Unincorporated Wright County,Balance of Wright County,,,,,,,,,
